YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA PLANTED, LONG GRAIN in ACRES","AREA PLANTED, MEDIUM GRAIN in ACRES","AREA PLANTED, SHORT GRAIN in ACRES","AREA PLANTED in ACRES","AREA HARVESTED, LONG GRAIN in ACRES","AREA HARVESTED, MEDIUM GRAIN in ACRES","AREA HARVESTED in ACRES","AREA HARVESTED, SHORT GRAIN in ACRES","PRODUCTION in $","PRODUCTION, SHORT GRAIN in CWT","PRODUCTION, LONG GRAIN in CWT","PRODUCTION in CWT","PRODUCTION, MEDIUM GRAIN in CWT","YIELD, SHORT GRAIN in LB / ACRE","YIELD, MEDIUM GRAIN in LB / ACRE","YIELD, LONG GRAIN in LB / ACRE","YIELD in LB / ACRE","PRICE RECEIVED in $ / CWT","PRICE RECEIVED, MEDIUM-SHORT GRAIN in $ / CWT","PRICE RECEIVED, LONG GRAIN in $ / CWT","YIELD in LB / NET PLANTED ACRE"
2001,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,480,000","150,000","1,000","1,631,000","1,472,000","148,000","1,621,000","1,000","404,232,000","60,000","93,178,000","102,858,000","9,620,000","6,000","6,500","6,330","6,350"," "," "," "," "
2001,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.61," "," "," "
2001,MISSOURI,29,"  ","   ",YEAR,RICE,"210,000","1,000"," ","211,000","206,000","1,000","207,000"," ","45,954,000"," ","12,360,000","12,420,000","60,000"," ","5,950","6,000","6,000"," "," "," "," "
2002,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",3.9," "," "," "
2002,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.32," "," "," "
2002,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.94," "," "," "
2002,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"255,000"," "," ","255,000","253,000"," ","253,000"," ","79,988,000"," ","16,192,000","16,192,000"," "," "," ","6,400","6,400"," "," "," "," "
2002,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.14," "," "," "
2002,LOUISIANA,22,"  ","   ",YEAR,RICE,"530,000","10,000"," ","540,000","525,000","10,000","535,000"," ","121,716,000"," ","28,875,000","29,400,000","525,000"," ","5,250","5,500","5,500"," "," "," "," "
2002,TEXAS,48,"  ","   ",YEAR,RICE,"205,000","1,000"," ","206,000","205,000","1,000","206,000"," ","60,803,000"," ","14,555,000","14,616,000","61,000"," ","6,100","7,100","7,100"," "," "," "," "
2002,CALIFORNIA,06,"  ","   ",YEAR,RICE,"7,000","500,000","26,000","533,000","7,000","495,000","528,000","26,000","271,690,000","1,456,000","448,000","42,989,000","41,085,000","5,600","8,300","6,400","8,140"," "," "," "," "
2002,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.16," "," "," "
2002,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,350,000","165,000","1,000","1,516,000","1,340,000","162,000","1,503,000","1,000","402,488,000","60,000","86,162,000","96,752,000","10,530,000","6,000","6,500","6,430","6,440"," "," "," "," "
2002,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.16," "," "," "
2002,MISSOURI,29,"  ","   ",YEAR,RICE,"190,000"," "," ","190,000","182,000"," ","182,000"," ","42,943,000"," ","11,011,000","11,011,000"," "," "," ","6,050","6,050"," "," "," "," "
2003,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10.4," "," "," "
2003,TEXAS,48,"  ","   ",YEAR,RICE,"180,000","1,000"," ","181,000","179,000","1,000","180,000"," ","87,318,000"," ","11,814,000","11,880,000","66,000"," ","6,600","6,600","6,600"," "," "," "," "
2003,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.34," "," "," "
2003,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"235,000"," "," ","235,000","234,000"," ","234,000"," ","116,794,000"," ","15,912,000","15,912,000"," "," "," ","6,800","6,800"," "," "," "," "
2003,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.68," "," "," "
2003,LOUISIANA,22,"  ","   ",YEAR,RICE,"435,000","20,000"," ","455,000","430,000","20,000","450,000"," ","202,729,000"," ","25,241,000","26,397,000","1,156,000"," ","5,780","5,870","5,870"," "," "," "," "
2003,MISSOURI,29,"  ","   ",YEAR,RICE,"175,000","1,000"," ","176,000","170,000","1,000","171,000"," ","75,485,000"," ","10,421,000","10,484,000","63,000"," ","6,300","6,130","6,130"," "," "," "," "
2003,CALIFORNIA,06,"  ","   ",YEAR,RICE,"7,000","460,000","42,000","509,000","7,000","458,000","507,000","42,000","405,974,000","2,646,000","483,000","39,036,000","35,907,000","6,300","7,840","6,900","7,700"," "," "," "," "
2003,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.7," "," "," "
2003,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,300,000","165,000","1,000","1,466,000","1,290,000","164,000","1,455,000","1,000","740,648,000","60,000","85,140,000","96,188,000","10,988,000","6,000","6,700","6,600","6,610"," "," "," "," "
2003,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.35," "," "," "
2003,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.2," "," "," "
2004,TEXAS,48,"  ","   ",YEAR,RICE,"220,000","2,000"," ","222,000","216,000","2,000","218,000"," ","118,652,000"," ","14,796,000","14,906,000","110,000"," ","5,500","6,850","6,840"," "," "," "," "
2004,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.98," "," "," "
2004,MISSOURI,29,"  ","   ",YEAR,RICE,"195,000","1,000"," ","196,000","194,000","1,000","195,000"," ","92,562,000"," ","13,192,000","13,261,000","69,000"," ","6,900","6,800","6,800"," "," "," "," "
2004,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.48," "," "," "
2004,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"235,000"," "," ","235,000","234,000"," ","234,000"," ","120,772,000"," ","16,146,000","16,146,000"," "," "," ","6,900","6,900"," "," "," "," "
2004,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.77," "," "," "
2004,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.96," "," "," "
2004,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.34," "," "," "
2004,CALIFORNIA,06,"  ","   ",YEAR,RICE,"7,000","540,000","48,000","595,000","7,000","535,000","590,000","48,000","372,571,000","3,168,000","511,000","50,759,000","47,080,000","6,600","8,800","7,300","8,600"," "," "," "," "
2004,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.13," "," "," "
2004,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,405,000","155,000","1,000","1,561,000","1,400,000","154,000","1,555,000","1,000","774,033,000","60,000","97,720,000","108,560,000","10,780,000","6,000","7,000","6,980","6,980"," "," "," "," "
2004,LOUISIANA,22,"  ","   ",YEAR,RICE,"525,000","13,000"," ","538,000","520,000","13,000","533,000"," ","223,232,000"," ","28,080,000","28,730,000","650,000"," ","5,000","5,400","5,390"," "," "," "," "
2005,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.77," "," "," "
2005,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.87," "," "," "
2005,MISSOURI,29,"  ","   ",YEAR,RICE,"215,000","1,000"," ","216,000","213,000","1,000","214,000"," ","97,032,000"," ","14,058,000","14,124,000","66,000"," ","6,600","6,600","6,600"," "," "," "," "
2005,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.36," "," "," "
2005,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"265,000"," "," ","265,000","263,000"," ","263,000"," ","123,884,000"," ","16,832,000","16,832,000"," "," "," ","6,400","6,400"," "," "," "," "
2005,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.47," "," "," "
2005,LOUISIANA,22,"  ","   ",YEAR,RICE,"520,000","10,000"," ","530,000","515,000","10,000","525,000"," ","231,443,000"," ","30,385,000","30,983,000","598,000"," ","5,980","5,900","5,900"," "," "," "," "
2005,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10.1," "," "," "
2005,CALIFORNIA,06,"  ","   ",YEAR,RICE,"9,000","465,000","54,000","528,000","9,000","463,000","526,000","54,000","392,244,000","3,240,000","639,000","38,836,000","34,957,000","6,000","7,550","7,100","7,380"," "," "," "," "
2005,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.27," "," "," "
2005,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,540,000","102,000","1,000","1,643,000","1,533,000","101,000","1,635,000","1,000","790,918,000","60,000","101,945,000","108,792,000","6,787,000","6,000","6,720","6,650","6,650"," "," "," "," "
2005,TEXAS,48,"  ","   ",YEAR,RICE,"202,000"," "," ","202,000","201,000"," ","201,000"," ","103,077,000"," ","13,266,000","13,266,000"," "," "," ","6,600","6,600"," "," "," "," "
2006,TEXAS,48,"  ","   ",YEAR,RICE,"149,000","1,000"," ","150,000","149,000","1,000","150,000"," ","107,600,000"," ","10,728,000","10,760,000","32,000"," ","3,200","7,200","7,170"," "," "," "," "
2006,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.83," "," "," "
2006,MISSOURI,29,"  ","   ",YEAR,RICE,"215,000","1,000"," ","216,000","213,000","1,000","214,000"," ","128,468,000"," ","13,632,000","13,696,000","64,000"," ","6,400","6,400","6,400"," "," "," "," "
2006,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.38," "," "," "
2006,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"190,000"," "," ","190,000","189,000"," ","189,000"," ","124,097,000"," ","13,230,000","13,230,000"," "," "," ","7,000","7,000"," "," "," "," "
2006,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10," "," "," "
2006,LOUISIANA,22,"  ","   ",YEAR,RICE,"340,000","10,000"," ","350,000","335,000","10,000","345,000"," ","199,490,000"," ","19,698,000","20,294,000","596,000"," ","5,960","5,880","5,880"," "," "," "," "
2006,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",13," "," "," "
2006,CALIFORNIA,06,"  ","   ",YEAR,RICE,"6,000","460,000","60,000","526,000","5,000","458,000","523,000","60,000","520,520,000","3,660,000","290,000","40,040,000","36,090,000","6,100","7,880","5,800","7,660"," "," "," "," "
2006,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.43," "," "," "
2006,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,300,000","105,000","1,000","1,406,000","1,295,000","104,000","1,400,000","1,000","910,608,000","60,000","89,485,000","96,565,000","7,020,000","6,000","6,750","6,910","6,900"," "," "," "," "
2006,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.38," "," "," "
2007,LOUISIANA,22,"  ","   ",YEAR,RICE,"357,000","23,000"," ","380,000","355,000","23,000","378,000"," ","294,919,000"," ","21,833,000","23,222,000","1,389,000"," ","6,040","6,150","6,140"," "," "," "," "
2007,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12.4," "," "," "
2007,MISSOURI,29,"  ","   ",YEAR,RICE,"179,000","1,000"," ","180,000","177,000","1,000","178,000"," ","146,120,000"," ","12,213,000","12,279,000","66,000"," ","6,600","6,900","6,900"," "," "," "," "
2007,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12.6," "," "," "
2007,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"190,000"," "," ","190,000","189,000"," ","189,000"," ","175,039,000"," ","13,892,000","13,892,000"," "," "," ","7,350","7,350"," "," "," "," "
2007,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12.7," "," "," "
2007,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",11.9," "," "," "
2007,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",16.2," "," "," "
2007,CALIFORNIA,06,"  ","   ",YEAR,RICE,"9,000","460,000","65,000","534,000","9,000","459,000","533,000","65,000","707,681,000","4,030,000","639,000","43,684,000","39,015,000","6,200","8,500","7,100","8,200"," "," "," "," "
2007,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12.1," "," "," "
2007,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,185,000","145,000","1,000","1,331,000","1,180,000","144,000","1,325,000","1,000","1,159,349,000","60,000","85,314,000","95,814,000","10,440,000","6,000","7,250","7,230","7,230"," "," "," "," "
2007,TEXAS,48,"  ","   ",YEAR,RICE,"143,000","3,000"," ","146,000","142,000","3,000","145,000"," ","117,763,000"," ","9,344,000","9,497,000","153,000"," ","5,100","6,580","6,550"," "," "," "," "
2008,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",15.7," "," "," "
2008,TEXAS,48,"  ","   ",YEAR,RICE,"173,000","2,000"," ","175,000","170,000","2,000","172,000"," ","186,328,000"," ","11,730,000","11,868,000","138,000"," ","6,900","6,900","6,900"," "," "," "," "
2008,"OTHER STATES","  ","  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",18.2," "," "
2008,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",13.8," "," "," "
2008,MISSOURI,29,"  ","   ",YEAR,RICE,"198,000","2,000"," ","200,000","197,000","2,000","199,000"," ","181,787,000"," ","13,041,000","13,173,000","132,000"," ","6,600","6,620","6,620"," "," "," "," "
2008,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",15.4," "," "," "
2008,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"230,000"," "," ","230,000","229,000"," ","229,000"," ","241,580,000"," ","15,687,000","15,687,000"," "," "," ","6,850","6,850"," "," "," "," "
2008,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",15.4," "," "," "
2008,LOUISIANA,22,"  ","   ",YEAR,RICE,"455,000","15,000"," ","470,000","450,000","14,000","464,000"," ","416,370,000"," ","26,190,000","27,037,000","847,000"," ","6,050","5,820","5,830"," "," "," "," "
2008,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",27.5,27.4," "," "
2008,CALIFORNIA,06,"  ","   ",YEAR,RICE,"9,000","460,000","50,000","519,000","9,000","458,000","517,000","50,000","1,183,325,000","3,250,000","621,000","43,030,000","39,159,000","6,500","8,550","6,900","8,320"," "," "," "," "
2008,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",15," "," "," "
2008,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,300,000","100,000","1,000","1,401,000","1,295,000","99,000","1,395,000","1,000","1,394,070,000","60,000","85,988,000","92,938,000","6,890,000","6,000","6,960","6,640","6,660"," "," "," "," "
2009,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12.9," "," "," "
2009,TEXAS,48,"  ","   ",YEAR,RICE,"166,000","5,000"," ","171,000","165,000","5,000","170,000"," ","170,293,000"," ","12,821,000","13,201,000","380,000"," ","7,600","7,770","7,770"," "," "," "," "
2009,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12.9," "," "," "
2009,MISSOURI,29,"  ","   ",YEAR,RICE,"199,000","3,000"," ","202,000","197,000","3,000","200,000"," ","173,157,000"," ","13,219,000","13,423,000","204,000"," ","6,800","6,710","6,710"," "," "," "," "
2009,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12.9," "," "," "
2009,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"245,000"," "," ","245,000","243,000"," ","243,000"," ","210,025,000"," ","16,281,000","16,281,000"," "," "," ","6,700","6,700"," "," "," "," "
2009,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",13," "," "," "
2009,LOUISIANA,22,"  ","   ",YEAR,RICE,"415,000","55,000"," ","470,000","410,000","54,000","464,000"," ","379,821,000"," ","25,912,000","29,217,000","3,305,000"," ","6,120","6,320","6,300"," "," "," "," "
2009,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",19.6,19.5," "," "
2009,CALIFORNIA,06,"  ","   ",YEAR,RICE,"5,000","505,000","51,000","561,000","5,000","500,000","556,000","51,000","936,958,000","3,774,000","330,000","47,804,000","43,700,000","7,400","8,740","6,600","8,600"," "," "," "," "
2009,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",13.4," "," "," "
2009,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,260,000","225,000","1,000","1,486,000","1,245,000","224,000","1,470,000","1,000","1,338,982,000","60,000","84,162,000","99,924,000","15,702,000","6,000","7,010","6,760","6,800"," "," "," "," "
2009,"OTHER STATES","  ","  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",15.7," "," "
2010,TEXAS,48,"  ","   ",YEAR,RICE,"185,000","4,000"," ","189,000","184,000","4,000","188,000"," ","160,269,000"," ","13,248,000","13,468,000","220,000"," ","5,500","7,200","7,160"," "," "," "," "
2010,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",11.9," "," "," "
2010,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",11," "," "," "
2010,MISSOURI,29,"  ","   ",YEAR,RICE,"250,000","3,000"," ","253,000","248,000","3,000","251,000"," ","178,794,000"," ","16,021,000","16,254,000","233,000"," ","7,760","6,460","6,480"," "," "," "," "
2010,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10.5," "," "," "
2010,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"305,000"," "," ","305,000","303,000"," ","303,000"," ","217,938,000"," ","20,756,000","20,756,000"," "," "," ","6,850","6,850"," "," "," "," "
2010,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",11.9," "," "," "
2010,LOUISIANA,22,"  ","   ",YEAR,RICE,"500,000","40,000"," ","540,000","495,000","40,000","535,000"," ","388,238,000"," ","30,245,000","32,625,000","2,380,000"," ","5,950","6,110","6,100"," "," "," "," "
2010,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",21,20.8," "," "
2010,CALIFORNIA,06,"  ","   ",YEAR,RICE,"6,000","510,000","42,000","558,000","6,000","505,000","553,000","42,000","930,846,000","2,604,000","312,000","44,326,000","41,410,000","6,200","8,200","5,200","8,020"," "," "," "," "
2010,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",11.3," "," "," "
2010,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,595,000","195,000","1,000","1,791,000","1,590,000","194,000","1,785,000","1,000","1,307,128,000","60,000","102,714,000","115,675,000","12,901,000","6,000","6,650","6,460","6,480"," "," "," "," "
2010,"OTHER STATES","  ","  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",15," "," "
2011,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",13.4," "," "," "
2011,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",14," "," "," "
2011,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",13.5," "," "," "
2011,MISSOURI,29,"  ","   ",YEAR,RICE,"137,000","6,000"," ","143,000","122,000","6,000","128,000"," ","112,158,000"," ","7,930,000","8,308,000","378,000"," ","6,300","6,500","6,490"," "," "," "," "
2011,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",13.3," "," "," "
2011,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"160,000"," "," ","160,000","157,000"," ","157,000"," ","143,042,000"," ","10,755,000","10,755,000"," "," "," ","6,850","6,850"," "," "," "," "
2011,"OTHER STATES","  ","  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",14.3," "," "
2011,LOUISIANA,22,"  ","   ",YEAR,RICE,"375,000","48,000"," ","423,000","370,000","48,000","418,000"," ","354,162,000"," ","23,310,000","26,430,000","3,120,000"," ","6,500","6,300","6,320"," "," "," "," "
2011,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",18.6,18.4," "," "
2011,CALIFORNIA,06,"  ","   ",YEAR,RICE,"7,000","535,000","43,000","585,000","7,000","530,000","580,000","43,000","900,277,000","2,967,000","385,000","48,402,000","45,050,000","6,900","8,500","5,500","8,350"," "," "," "," "
2011,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",13.4," "," "," "
2011,ARKANSAS,05,"  ","   ",YEAR,RICE,"940,000","255,000","1,000","1,196,000","910,000","243,000","1,154,000","1,000","1,046,540,000","60,000","61,516,000","78,100,000","16,524,000","6,000","6,800","6,760","6,770"," "," "," "," "
2011,TEXAS,48,"  ","   ",YEAR,RICE,"175,000","7,000"," ","182,000","173,000","7,000","180,000"," ","181,244,000"," ","12,456,000","12,946,000","490,000"," ","7,000","7,200","7,190"," "," "," "," "
2012,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",15.2," "," "," "
2012,TEXAS,48,"  ","   ",YEAR,RICE,"132,000","3,000"," ","135,000","131,000","3,000","134,000"," ","170,498,000"," ","11,004,000","11,217,000","213,000"," ","7,100","8,400","8,370"," "," "," "," "
2012,"OTHER STATES","  ","  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",14.7," "," "
2012,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",14.1," "," "," "
2012,MISSOURI,29,"  ","   ",YEAR,RICE,"176,000","4,000"," ","180,000","173,000","4,000","177,000"," ","174,445,000"," ","12,110,000","12,372,000","262,000"," ","6,540","7,000","6,990"," "," "," "," "
2012,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",14.6," "," "," "
2012,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"130,000"," "," ","130,000","129,000"," ","129,000"," ","135,605,000"," ","9,288,000","9,288,000"," "," "," ","7,200","7,200"," "," "," "," "
2012,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",14.4," "," "," "
2012,LOUISIANA,22,"  ","   ",YEAR,RICE,"375,000","27,000"," ","402,000","370,000","27,000","397,000"," ","367,776,000"," ","23,828,000","25,540,000","1,712,000"," ","6,340","6,440","6,430"," "," "," "," "
2012,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",18.6,18.4," "," "
2012,CALIFORNIA,06,"  ","   ",YEAR,RICE,"6,000","500,000","56,000","562,000","6,000","495,000","557,000","56,000","844,682,000","3,780,000","300,000","45,413,000","41,333,000","6,750","8,350","5,000","8,150"," "," "," "," "
2012,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",14.3," "," "," "
2012,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,175,000","115,000","1,000","1,291,000","1,170,000","114,000","1,285,000","1,000","1,374,359,000","60,000","87,750,000","96,109,000","8,299,000","6,000","7,280","7,500","7,480"," "," "," "," "
2013,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",15.5," "," "," "
2013,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",16.4," "," "," "
2013,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",15.1," "," "," "
